,Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter,URL: ,Warning Codes: 
172,08/24/2021,08/11/2021,Je Dois Lavoir LLC,Division of Pharmaceutical Quality Operations IV,Unapproved New Drugs/Misbranded,,,,
173,08/24/2021,07/23/2021,"TeaTaze, LLC",Office of Human and Animal Food- West Division II,New Drug/Misbranded,,,,
174,08/24/2021,08/13/2021,Highbrow Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/08/2022,,
175,08/24/2021,08/13/2021,E-Cig Pod,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
176,08/26/2021,08/24/2021,Invisi Smart Technologies UK LTD,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019,,02/23/2022,,
177,08/26/2021,08/26/2021,Cool Vapes Allison Park,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
178,08/26/2021,08/26/2021,Cool Vapes Cranberry,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
179,08/26/2021,08/26/2021,The Fog House LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
180,08/26/2021,08/26/2021,Cool Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
181,08/31/2021,08/20/2021,Mystic Juice USA LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/24/2022,,
182,08/31/2021,08/18/2021,AnazaoHealth Corporation,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,,,
183,08/31/2021,08/26/2021,"The Vapor Craft LLC, d/b/a Vapor Craft",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
184,08/31/2021,08/20/2021,Magic Vape Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/10/2022,,
185,08/31/2021,08/20/2021,Lazarus Adventures LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
186,08/31/2021,08/20/2021,Maduro Distributors d/b/a The Loon,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
187,08/31/2021,08/02/2021,Pharmaceutical Care Solutions dba Pharmacy Solutions,Division of Pharmaceutical Quality Operations III,Compounding Pharmacy/Adulterated Drug Products,,,,
188,08/31/2021,08/25/2021,"Cloud 9 Systems, LLC d/b/a Cloud 9 Vapor",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
189,08/31/2021,08/20/2021,reBreathe Vapor Products,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/02/2022,,
190,08/31/2021,05/13/2021,Gulsah Uretim Kozmetik Sanayi Anonim Sirketi,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,
191,09/02/2021,09/02/2021,"Kaleidoscope Custom Vapor Lounge, LLC d/b/a Kaleidoscope Vapor",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
192,09/02/2021,09/02/2021,"Lonestar Vapor Shop, LLC dba Lonestar Vapor Shop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
193,09/02/2021,09/02/2021,"Edora Solutions, Inc d/b/a JoJo Vapes Vandalia",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
194,09/03/2021,08/31/2021,247rxpill.in,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
195,09/03/2021,08/31/2021,PowerAll Pharma,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
196,09/07/2021,08/26/2021,"Kaleido Biosciences, Inc.",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program,,,,
197,09/07/2021,08/04/2021,Garden Fresh Market,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,,,
198,09/07/2021,08/27/2021,"Flawless Labs, Inc. d/b/a Flawless Vape Shop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
199,09/07/2021,08/27/2021,"Seditious Vapours, LLC d/b/a Butt Out Labs",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
200,09/07/2021,08/16/2021,Akshar Sales LLC,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,
201,09/07/2021,08/06/2021,Genesis Nutrition Ultra Slim dba Genesis Ultra Slim,"Office of Pharmaceutical Quality Operations, Division II",Unapproved New Drugs/Misbranded,,,,
202,09/07/2021,09/01/2021,Vapor Boss,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
203,09/07/2021,08/31/2021,"Kaleidoscope Custom Vapor Lounge, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
204,09/07/2021,09/07/2021,"E-Cig Central, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
205,09/07/2021,09/07/2021,"CloudT3n, LLC d/b/a The Cloud",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
206,09/07/2021,09/07/2021,"iSmoke, LLC d/b/a iSmoke Vapor Gallery",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
207,09/09/2021,09/07/2021,Pharmaganics LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,12/18/2022,,
208,09/09/2021,09/07/2021,Phytag Labs,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,,,
209,09/09/2021,09/07/2021,Nuturna International LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,02/02/2022,,
210,09/09/2021,09/07/2021,Metamune Inc,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,03/15/2022,,
211,09/09/2021,09/07/2021,Live Good Inc.,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,,,
212,09/09/2021,09/07/2021,"Radhanite, LLC d/b/a Curalife Ltd",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,03/23/2022,,
213,09/09/2021,09/07/2021,"Aceva, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,,,
214,09/09/2021,09/07/2021,Ar-Rahman Pharm LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,03/21/2022,,
215,09/09/2021,09/07/2021,"Lysulin, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,06/24/2022,,
216,09/09/2021,09/07/2021,"Holistic Healer & Wellness Center, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,03/21/2022,,
217,09/14/2021,09/08/2021,Chula Vista Imports Ltd.,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,,,
218,09/14/2021,07/20/2021,Brilliant Enterprises LLC,Office of Human and Animal Food Operations Division- East 6,Unapproved New Drugs/Misbranded,,12/14/2021,,
219,09/14/2021,09/07/2021,"McDaniel Water, LLC",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,,,
220,09/14/2021,08/31/2021,New York Nutrition Company / American Metabolix,Division of Human and Animal Food Operations West III,Unapproved New Drugs/Misbranded,,,,
221,09/14/2021,09/02/2021,Weidenhamer and Morin Enterprises LLC d/b/a Liquivape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
222,09/21/2021,08/26/2021,"Fibromyalgia Treatment Group - FTG, LLC",Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,,,
223,09/21/2021,09/15/2021,Laboratorio Pharma International SRL,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
224,09/21/2021,09/13/2021,Furley Bioextracts SDN BHD,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
225,09/21/2021,06/29/2021,"FMT Services, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Foreign Supplier Verification Program (FSVP),,,,
226,09/21/2021,09/15/2021,"Nanomateriales Químicos Avanzados, S.A. de C.V.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
227,09/27/2021,09/27/2021,Kings of Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
228,09/28/2021,09/10/2021,"Holographic Health, Inc.",Division of Human and Animal Food Operations East V,New Drug/Misbranded,,,,
229,09/28/2021,08/06/2021,Blue Poppy Enterprises Inc,Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,,,
230,09/28/2021,09/22/2021,Supplement Science Corp. d/b/a Condemned Labz,Office of Human and Animal Food Operations East – Division 1,Unapproved New Drugs/Misbranded,,,,
231,09/30/2021,09/28/2021,"Strategia Project Management, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,,,
232,12/10/2019,12/03/2019,USHIO Europe B.V.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,,,
233,10/05/2021,09/30/2021,"Limpo Quimicos, SA de CV",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
234,10/05/2021,09/29/2021,Healthy Foods & Nutrition Lab de Mexico S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,,,
235,10/05/2021,09/29/2021,"True Chemical Solutions, LLC",Center for Drug Evaluation and Research | CDER,Failure to Permit Access to or Copying of Records,,,,
236,10/05/2021,09/17/2021,Walfer Corporation dba The Medicine Shoppe Pharmacy,"Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products,,09/26/2022,,
237,10/05/2021,02/02/2021,Marci Beauty LLC,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,,,
238,10/05/2021,09/22/2021,Ardil Comercial S.R.L.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
239,10/05/2021,08/09/2021,Pairon Solutions LLC,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,,,
240,10/05/2021,09/20/2021,"ICA Health, LLC/Future Formulations, LLC",Office of Human and Animal Foods Operations – Division West 4,New Drug/Misbranded,,,,
241,10/07/2021,10/07/2021,Illumivaption Inc. d/b/a Nashville Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/14/2022,,
242,10/07/2021,10/07/2021,"Planet of the Vapes, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
243,10/07/2021,10/07/2021,Imperial Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
244,10/07/2021,10/07/2021,Local Legends Distribution LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/24/2022,,
245,10/07/2021,10/07/2021,Perfect Vape LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
246,10/07/2021,10/07/2021,"The Vaping Tiger, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
247,10/07/2021,10/07/2021,ATL Vaping Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
248,10/07/2021,10/07/2021,Hotspot Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
249,10/07/2021,10/07/2021,The Plume Room LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
250,10/07/2021,10/07/2021,J-Vapor LLC dba North Shore Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
251,10/07/2021,10/07/2021,Great American Vapes Bossier City,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
252,10/07/2021,10/07/2021,The Vape-It Store,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
253,10/07/2021,10/07/2021,"Pink Spot Vapors, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
254,10/07/2021,10/07/2021,Vapor Lab - Cleburne,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
255,10/07/2021,10/07/2021,JOCOR Enterprises LLC d/b/a VOLCANO eCigs,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
256,10/07/2021,10/07/2021,Sadboy LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
257,10/07/2021,10/07/2021,Liquid Nics LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
258,10/07/2021,10/07/2021,BAM Group LLC d/b/a VapEscape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
259,10/07/2021,10/07/2021,"Dominant Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
260,10/07/2021,10/07/2021,Atomic Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
261,10/07/2021,10/07/2021,Sir Vapes-A-Lot LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
262,10/07/2021,10/07/2021,Sabor Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
263,10/07/2021,10/07/2021,Vapor Lab,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
264,10/07/2021,10/07/2021,Custom Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
265,10/07/2021,10/07/2021,Great American Vapes Shreveport,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
266,10/07/2021,10/07/2021,9 South Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
267,10/07/2021,10/07/2021,Gothic Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
268,10/07/2021,10/07/2021,JMJL Global LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
269,10/12/2021,10/01/2021,Kim Nhung Marketplace Inc,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,
270,10/12/2021,09/29/2021,HealthMEDS Inc.,Center for Drug Evaluation and Research | CDER,Failure to permit access to or copying of records,,,,
271,10/12/2021,10/07/2021,"Notarika, S.A. de C.V.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
272,10/12/2021,09/30/2021,"GuangZhou YouXing Cosmetic Co., Ltd",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,
273,10/12/2021,09/30/2021,"RAAS Nutritionals, LLC/Rare Antibody Antigen Supply, Inc.",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program/IRB,,,,
274,10/12/2021,09/30/2021,Missouri Analytical Laboratories Inc,Division of Pharmaceutical Quality Operations III,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
275,10/12/2021,10/12/2021,"DNA Distributors, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
276,10/12/2021,10/12/2021,Bootstrap Runners LLC d/b/a Sinister Liquids,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
277,10/15/2021,10/15/2021,JJDS E Cigarettes LLC d/b/a TKO Vapor Overstock Ecigs & More,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
278,10/15/2021,10/15/2021,Black Hills Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
279,10/19/2021,09/30/2021,"Marcus Research Laboratory, Inc.",Division of Pharmaceutical Quality Operations III,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
280,10/19/2021,09/17/2021,"Magnolia Medical Technologies, Inc.","Office of Medical Devices and Radiological Health, Division 3",CGMP/QSR/Medical Devices/Adulterated,,05/18/2022,,
